CompoundCode,CompoundSMILES,CompoundConcentration,LibraryPlate,CrystalName,MountingResult,DataCollectionOutcome,DataProcessingResolutionHigh,RefinementOutcome,has_syndirella_name,base_name,crystal_hit,CAR,KD,KD_sd,KD_sem,kd_off_rate,kd_off_rate_sd,kd_off_rate1,kd_off_rate2,hit1,hit2,chainA_exp_predicted_RMSD,chainB_exp_predicted_RMSD,v2_chainA_exp_predicted_RMSD,v2_chainB_exp_predicted_RMSD
Ric8inhib-1-frag-placed-398,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)cc1[N+](=O)[O-],9,NCS1-am-batch-1,NCS1-x1122,OK: No comment:No comment,success,1.666,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-3,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)cc1Br,9,NCS1-am-batch-1,NCS1-x1123,OK: No comment:No comment,success,1.945,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-166,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)cc1CO,9,NCS1-am-batch-1,NCS1-x1125,OK: No comment:No comment,success,1.841,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1111,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)N(N)c1c(F)c(F)c(F)c(F)c1F,9,NCS1-am-batch-1,NCS1-x1126,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,True,True,,,,0.863,0.547300649,1.25,0.476,x0119-2B,x0311-1A,8.253447,3.785849,,
Ric8inhib-1-frag-placed-1897,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)NNc1ccc(F)c(Cl)c1,9,NCS1-am-batch-1,NCS1-x1127,OK: No comment:No comment,success,1.732,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-171,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)N(N)c1ccc(F)c(F)c1,9,NCS1-am-batch-1,NCS1-x1128,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1902,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)NNc1ccc(F)c(F)c1,9,NCS1-am-batch-1,NCS1-x1129,OK: No comment:No comment,success,2.321,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1930,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)NNc1ccc(F)c(F)c1F,9,NCS1-am-batch-1,NCS1-x1130,OK: No comment:No comment,success,2.26,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1889,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)NNc1ccc(F)cc1,9,NCS1-am-batch-1,NCS1-x1131,OK: No comment:No comment,success,3.709,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-172,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)N(N)c1ccc(F)cc1F,9,NCS1-am-batch-1,NCS1-x1133,OK: No comment:No comment,success,1.956,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1908,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)NNc1ccc(F)cc1F,9,NCS1-am-batch-1,NCS1-x1134,OK: No comment:No comment,success,1.974,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1094,CC(=O)c1cc(F)ccc1NC(=O)c1cc(S(=O)(=O)N2CCCC2)oc1C,9,NCS1-am-batch-1,NCS1-x1135,OK: No comment:No comment,success,2.217,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1097,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)cc1C(C)C,9,NCS1-am-batch-1,NCS1-x1137,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1609,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)cc1OC(C)C,9,NCS1-am-batch-1,NCS1-x1138,OK: No comment:No comment,success,2.68,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-534,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)c(C)c1C,9,NCS1-am-batch-1,NCS1-x1139,OK: No comment:No comment,success,1.736,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-655,Cc1cc(F)c(Cl)cc1NC(=O)c1cc(S(=O)(=O)N2CCCC2)oc1C,9,NCS1-am-batch-1,NCS1-x1140,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,True,True,,,,,,,,x0119-2B,x0311-1A,5.548972,5.022815,,
Ric8inhib-1-frag-placed-530,Cc1cc(F)cc(C)c1NC(=O)c1cc(S(=O)(=O)N2CCCC2)oc1C,9,NCS1-am-batch-1,NCS1-x1141,OK: No comment:No comment,success,2.135,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,1.465,0.643467171,1.92,1.01,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1086,Cc1cc(F)cc(NC(=O)c2cc(S(=O)(=O)N3CCCC3)oc2C)c1N,9,NCS1-am-batch-1,NCS1-x1142,OK: No comment:No comment,success,1.913,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-584,Cc1cc(F)cc(N)c1NC(=O)c1cc(S(=O)(=O)N2CCCC2)oc1C,9,NCS1-am-batch-1,NCS1-x1143,OK: No comment:No comment,success,2.114,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-554,Cc1cc(NC(=O)c2cc(S(=O)(=O)N3CCCC3)oc2C)c(Cl)cc1F,9,NCS1-am-batch-1,NCS1-x1144,OK: No comment:No comment,success,1.774,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1077,Cc1cc(N)c(NC(=O)c2cc(S(=O)(=O)N3CCCC3)oc2C)cc1F,9,NCS1-am-batch-1,NCS1-x1145,OK: No comment:No comment,success,1.903,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1180,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)N1c2ccc(F)cc2CC1C,9,NCS1-am-batch-1,NCS1-x1146,OK: No comment:No comment,success,2.336,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-470,CCc1cc(F)ccc1NC(=O)c1cc(S(=O)(=O)N2CCCC2)oc1C,9,NCS1-am-batch-1,NCS1-x1147,OK: No comment:No comment,success,1.857,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1761,CCOC(=O)c1cc(NC(=O)c2cc(S(=O)(=O)N3CCCC3)oc2C)ccc1F,9,NCS1-am-batch-2,NCS1-x1154,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1477,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)N(C)c1cc(F)cc(Br)c1N,9,NCS1-am-batch-2,NCS1-x1155,OK: No comment:No comment,success,1.726,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-536,Cc1cc(N(C)C(=O)c2cc(S(=O)(=O)N3CCCC3)oc2C)ccc1F,9,NCS1-am-batch-2,NCS1-x1156,OK: No comment:No comment,success,1.842,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-563,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)N(C)c1ccc(F)c(Cl)c1,9,NCS1-am-batch-2,NCS1-x1157,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1084,CNc1ccc(F)cc1NC(=O)c1cc(S(=O)(=O)N2CCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1159,OK: No comment:No comment,success,2.679,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1776,COC(=O)c1cc(NC(=O)c2cc(S(=O)(=O)N3CCCC3)oc2C)c(C)cc1F,9,NCS1-am-batch-2,NCS1-x1160,OK: No comment:No comment,success,2.575,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1767,COc1cc(F)c([N+](=O)[O-])cc1NC(=O)c1cc(S(=O)(=O)N2CCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1161,OK: No comment:No comment,success,3.207,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1161,COc1cc(F)c(Cl)cc1NC(=O)c1cc(S(=O)(=O)N2CCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1162,OK: No comment:No comment,success,2.472,7 - Analysed & Rejected,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-459,COc1cc(NC(=O)c2cc(S(=O)(=O)N3CCCC3)oc2C)ccc1F,9,NCS1-am-batch-2,NCS1-x1164,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1052,COc1cc(N(N)C(=O)c2cc(S(=O)(=O)N3CCCC3)oc2C)ccc1F,9,NCS1-am-batch-2,NCS1-x1165,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1946,COc1cc(NNC(=O)c2cc(S(=O)(=O)N3CCCC3)oc2C)ccc1F,9,NCS1-am-batch-2,NCS1-x1166,OK: No comment:No comment,success,3.09,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1178,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)N1CCc2cc(F)c(F)cc21,9,NCS1-am-batch-2,NCS1-x1167,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1121,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)N1CCCc2cc(F)ccc21,9,NCS1-am-batch-2,NCS1-x1168,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-509,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)N1CCc2cc(F)ccc21,9,NCS1-am-batch-2,NCS1-x1169,OK: No comment:No comment,success,1.19,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1093,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(F)c(F)cc1C#N,9,NCS1-am-batch-2,NCS1-x1170,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-664,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)cc1C#N,9,NCS1-am-batch-2,NCS1-x1171,OK: No comment:No comment,success,1.862,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1230,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(F)c(F)c(C#N)c1,9,NCS1-am-batch-2,NCS1-x1172,OK: No comment:No comment,success,5.148,7 - Analysed & Rejected,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-672,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)c(C#N)c1,9,NCS1-am-batch-2,NCS1-x1173,OK: No comment:No comment,success,2.543,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-571,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1c(Br)cc(F)cc1Br,9,NCS1-am-batch-2,NCS1-x1175,OK: No comment:No comment,success,1.564,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1758,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1c(Cl)cc(F)c(Br)c1C(=O)O,9,NCS1-am-batch-2,NCS1-x1176,OK: No comment:No comment,success,3.2,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-542,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1c(Cl)cc(F)cc1Cl,9,NCS1-am-batch-2,NCS1-x1177,OK: No comment:No comment,success,1.895,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1765,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1c(F)cc(F)c(F)c1[N+](=O)[O-],9,NCS1-am-batch-2,NCS1-x1178,OK: No comment:No comment,success,1.777,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1010,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1c(F)cc(F)c(F)c1Br,9,NCS1-am-batch-2,NCS1-x1179,OK: No comment:No comment,success,2.606,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1143,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1c(F)cc(F)c(F)c1F,9,NCS1-am-batch-2,NCS1-x1180,OK: No comment:No comment,success,2.42,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1009,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1c(F)cc(F)c(F)c1I,9,NCS1-am-batch-2,NCS1-x1181,OK: No comment:No comment,success,3.25,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1312,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc([N+](=O)[O-])ccc1F,9,NCS1-am-batch-2,NCS1-x1182,OK: No comment:No comment,success,1.889,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1293,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(Br)c(F)cc1[N+](=O)[O-],9,NCS1-am-batch-2,NCS1-x1183,OK: No comment:No comment,success,3.17,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-502,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(Br)c(F)cc1Cl,9,NCS1-am-batch-2,NCS1-x1185,OK: No comment:No comment,success,2.501,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1751,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(C(F)(F)F)c(F)cc1F,9,NCS1-am-batch-2,NCS1-x1186,OK: No comment:No comment,success,2.92,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-522,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(Cl)c(F)cc1Br,9,NCS1-am-batch-2,NCS1-x1187,OK: No comment:No comment,success,1.614,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-653,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(Cl)c(F)cc1F,9,NCS1-am-batch-2,NCS1-x1188,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1787,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(F)c(Br)cc1[N+](=O)[O-],9,NCS1-am-batch-2,NCS1-x1189,OK: No comment:No comment,success,2.156,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1081,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(F)c(Br)cc1N,9,NCS1-am-batch-2,NCS1-x1190,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-648,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(Cl)c(F)cc1N,9,NCS1-am-batch-2,NCS1-x1191,OK: No comment:No comment,success,1.679,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-609,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(F)c(F)c(F)c1,9,NCS1-am-batch-2,NCS1-x1192,OK: No comment:No comment,success,2.881,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1110,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(F)c(F)c(F)c1F,9,NCS1-am-batch-2,NCS1-x1193,OK: No comment:No comment,success,1.62,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1078,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(F)c(F)c(F)c1N,9,NCS1-am-batch-2,NCS1-x1194,OK: No comment:No comment,success,2.053,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1036,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(F)c(F)c(N)c1F,9,NCS1-am-batch-2,NCS1-x1195,OK: No comment:No comment,success,1.972,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1602,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(F)c(F)cc1C(=O)O,9,NCS1-am-batch-2,NCS1-x1196,OK: No comment:No comment,success,1.75,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-667,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(F)c(F)cc1F,9,NCS1-am-batch-2,NCS1-x1197,OK: No comment:No comment,success,2.255,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-665,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(F)c(F)cc1I,9,NCS1-am-batch-2,NCS1-x1198,OK: No comment:No comment,success,1.614,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-643,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(F)c(F)cc1N,9,NCS1-am-batch-2,NCS1-x1200,OK: No comment:No comment,success,2.222,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1105,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(F)cc(Br)c1N,9,NCS1-am-batch-2,NCS1-x1201,OK: No comment:No comment,success,1.974,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,1.675,0.487903679,2.02,1.33,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-640,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1c(N)cc(F)cc1Cl,9,NCS1-am-batch-2,NCS1-x1202,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,2.23,0.721248917,2.74,1.72,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1109,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(F)cc(Cl)c1N,9,NCS1-am-batch-2,NCS1-x1203,OK: No comment:No comment,Failed - low resolution,3.62,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,1.955,0.530330086,2.33,1.58,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-604,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1c(N)cc(F)cc1F,9,NCS1-am-batch-2,NCS1-x1204,OK: No comment:No comment,success,1.767,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1131,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(F)cc(F)c1N,9,NCS1-am-batch-2,NCS1-x1205,OK: No comment:No comment,success,1.707,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,1.11,0.141421356,1.01,1.21,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1320,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(F)ccc1[N+](=O)[O-],9,NCS1-am-batch-2,NCS1-x1206,OK: No comment:No comment,success,2.205,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1100,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(N)c(Br)cc1F,9,NCS1-am-batch-2,NCS1-x1207,OK: No comment:No comment,success,2.851,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-608,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(O)c(F)cc1F,9,NCS1-am-batch-2,NCS1-x1208,OK: No comment:No comment,success,2.076,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1090,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)c([N+](=O)[O-])c1,9,NCS1-am-batch-2,NCS1-x1209,OK: No comment:No comment,success,1.989,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-559,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)c(Br)c1N,9,NCS1-am-batch-2,NCS1-x1210,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-483,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)c(Br)c1O,9,NCS1-am-batch-2,NCS1-x1211,OK: No comment:No comment,success,1.828,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-276,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)c(Cl)c1,9,NCS1-am-batch-2,NCS1-x1212,OK: No comment:No comment,success,1.887,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-517,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)c(Cl)c1Cl,9,NCS1-am-batch-2,NCS1-x1213,OK: No comment:No comment,success,1.971,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-650,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)c(Cl)c1F,9,NCS1-am-batch-2,NCS1-x1214,OK: No comment:No comment,success,2.72,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-285,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)c(F)c1,9,NCS1-am-batch-2,NCS1-x1215,OK: No comment:No comment,success,1.9,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-499,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)c(F)c1Br,9,NCS1-am-batch-2,NCS1-x1216,OK: No comment:No comment,success,1.957,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-644,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)c(F)c1Cl,9,NCS1-am-batch-2,NCS1-x1217,OK: No comment:No comment,success,2.516,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-600,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)c(F)c1F,9,NCS1-am-batch-2,NCS1-x1218,OK: No comment:No comment,success,1.895,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
