CompoundCode,CompoundSMILES,CompoundConcentration,LibraryPlate,CrystalName,MountingResult,DataCollectionOutcome,DataProcessingResolutionHigh,RefinementOutcome,has_syndirella_name,base_name,crystal_hit,CAR,KD,KD_sd,KD_sem,kd_off_rate,kd_off_rate_sd,kd_off_rate1,kd_off_rate2,hit1,hit2,chainA_exp_predicted_RMSD,chainB_exp_predicted_RMSD,v2_chainA_exp_predicted_RMSD,v2_chainB_exp_predicted_RMSD,measurable_affinity,X,Y
Ric8inhib-1-frag-placed-29,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)c(Br)c1F,9,NCS1-am-batch-1,NCS1-x1108,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,22.158152,-18.364565
Ric8inhib-1-frag-placed-376,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1c(N)ccc(F)c1Br,9,NCS1-am-batch-1,NCS1-x1109,OK: No comment:No comment,Failed - low resolution,3.861,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,22.630846,-24.39287
Ric8inhib-1-frag-placed-245,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)c(C(F)F)c1,9,NCS1-am-batch-1,NCS1-x1110,OK: No comment:No comment,success,1.674,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,24.424831,-13.697408
Ric8inhib-1-frag-placed-257,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)c(C2CC2)c1,9,NCS1-am-batch-1,NCS1-x1111,OK: No comment:No comment,success,2.823,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,25.073296,-14.48314
Ric8inhib-1-frag-placed-118,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)c(Cl)c1F,9,NCS1-am-batch-1,NCS1-x1112,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,22.807522,-17.679768
Ric8inhib-1-frag-placed-16,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)c(F)c1,9,NCS1-am-batch-1,NCS1-x1113,OK: No comment:No comment,success,1.21,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,24.695257,-14.934008
Ric8inhib-1-frag-placed-140,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)c(F)c1F,9,NCS1-am-batch-1,NCS1-x1114,OK: No comment:No comment,success,1.768,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,22.097038,-17.615023
Ric8inhib-1-frag-placed-378,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1c(N)ccc(F)c1F,9,NCS1-am-batch-1,NCS1-x1115,OK: No comment:No comment,success,3.39,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,22.832212,-23.786654
Ric8inhib-1-frag-placed-174,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)c(F)c1O,9,NCS1-am-batch-1,NCS1-x1116,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,21.940987,-17.78553
Ric8inhib-1-frag-placed-12,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)c(I)c1,9,NCS1-am-batch-1,NCS1-x1117,OK: No comment:No comment,success,6.73,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,24.08165,-14.746555
Ric8inhib-1-frag-placed-159,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)c(I)c1F,9,NCS1-am-batch-1,NCS1-x1118,OK: No comment:No comment,success,2.112,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,22.418709,-17.108921
Ric8inhib-1-frag-placed-19,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)c(N)c1,9,NCS1-am-batch-1,NCS1-x1119,OK: No comment:No comment,success,1.78,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,25.984642,-13.898045
Ric8inhib-1-frag-placed-17,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)c(O)c1,9,NCS1-am-batch-1,NCS1-x1120,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,24.390469,-14.311463
Ric8inhib-1-frag-placed-398,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)cc1[N+](=O)[O-],9,NCS1-am-batch-1,NCS1-x1122,OK: No comment:No comment,success,1.666,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,25.64794,-18.868689
Ric8inhib-1-frag-placed-3,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)cc1Br,9,NCS1-am-batch-1,NCS1-x1123,OK: No comment:No comment,success,1.945,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,18.988138,-17.02364
Ric8inhib-1-frag-placed-166,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)Nc1ccc(F)cc1CO,9,NCS1-am-batch-1,NCS1-x1125,OK: No comment:No comment,success,1.841,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,18.906013,-15.95342
Ric8inhib-1-frag-placed-1111,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)N(N)c1c(F)c(F)c(F)c(F)c1F,9,NCS1-am-batch-1,NCS1-x1126,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,True,True,,,,0.863,0.547300649,1.25,0.476,x0119-2B,x0311-1A,8.253447,3.785849,,,True,14.2117605,-11.566597
Ric8inhib-1-frag-placed-1897,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)NNc1ccc(F)c(Cl)c1,9,NCS1-am-batch-1,NCS1-x1127,OK: No comment:No comment,success,1.732,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,22.203346,-12.114799
Ric8inhib-1-frag-placed-171,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)N(N)c1ccc(F)c(F)c1,9,NCS1-am-batch-1,NCS1-x1128,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,14.680384,-10.652757
Ric8inhib-1-frag-placed-1902,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)NNc1ccc(F)c(F)c1,9,NCS1-am-batch-1,NCS1-x1129,OK: No comment:No comment,success,2.321,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,21.875206,-12.286974
Ric8inhib-1-frag-placed-1930,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)NNc1ccc(F)c(F)c1F,9,NCS1-am-batch-1,NCS1-x1130,OK: No comment:No comment,success,2.26,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,21.316538,-13.587178
Ric8inhib-1-frag-placed-1889,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)NNc1ccc(F)cc1,9,NCS1-am-batch-1,NCS1-x1131,OK: No comment:No comment,success,3.709,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,21.226513,-12.360103
Ric8inhib-1-frag-placed-172,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)N(N)c1ccc(F)cc1F,9,NCS1-am-batch-1,NCS1-x1133,OK: No comment:No comment,success,1.956,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,13.57861,-12.072987
Ric8inhib-1-frag-placed-1908,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)NNc1ccc(F)cc1F,9,NCS1-am-batch-1,NCS1-x1134,OK: No comment:No comment,success,1.974,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,20.652313,-13.135136
Ric8inhib-1-frag-placed-1094,CC(=O)c1cc(F)ccc1NC(=O)c1cc(S(=O)(=O)N2CCCC2)oc1C,9,NCS1-am-batch-1,NCS1-x1135,OK: No comment:No comment,success,2.217,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-9.570158,-2.1557171
Ric8inhib-1-frag-placed-1097,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)cc1C(C)C,9,NCS1-am-batch-1,NCS1-x1137,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-9.601362,-3.372172
Ric8inhib-1-frag-placed-1609,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)cc1OC(C)C,9,NCS1-am-batch-1,NCS1-x1138,OK: No comment:No comment,success,2.68,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-9.643099,-3.8999119
Ric8inhib-1-frag-placed-534,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)c(C)c1C,9,NCS1-am-batch-1,NCS1-x1139,OK: No comment:No comment,success,1.736,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-12.771215,1.8351604
Ric8inhib-1-frag-placed-655,Cc1cc(F)c(Cl)cc1NC(=O)c1cc(S(=O)(=O)N2CCCC2)oc1C,9,NCS1-am-batch-1,NCS1-x1140,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,True,True,,,,,,,,x0119-2B,x0311-1A,5.548972,5.022815,,,False,-17.38244,6.910648
Ric8inhib-1-frag-placed-530,Cc1cc(F)cc(C)c1NC(=O)c1cc(S(=O)(=O)N2CCCC2)oc1C,9,NCS1-am-batch-1,NCS1-x1141,OK: No comment:No comment,success,2.135,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,1.465,0.643467171,1.92,1.01,x0119-2B,x0311-1A,,,,,True,-24.425053,13.868862
Ric8inhib-1-frag-placed-1086,Cc1cc(F)cc(NC(=O)c2cc(S(=O)(=O)N3CCCC3)oc2C)c1N,9,NCS1-am-batch-1,NCS1-x1142,OK: No comment:No comment,success,1.913,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-21.03592,-2.2764366
Ric8inhib-1-frag-placed-584,Cc1cc(F)cc(N)c1NC(=O)c1cc(S(=O)(=O)N2CCCC2)oc1C,9,NCS1-am-batch-1,NCS1-x1143,OK: No comment:No comment,success,2.114,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-24.557013,12.852225
Ric8inhib-1-frag-placed-554,Cc1cc(NC(=O)c2cc(S(=O)(=O)N3CCCC3)oc2C)c(Cl)cc1F,9,NCS1-am-batch-1,NCS1-x1144,OK: No comment:No comment,success,1.774,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-16.086487,6.287236
Ric8inhib-1-frag-placed-1077,Cc1cc(N)c(NC(=O)c2cc(S(=O)(=O)N3CCCC3)oc2C)cc1F,9,NCS1-am-batch-1,NCS1-x1145,OK: No comment:No comment,success,1.903,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-22.455902,1.9743404
Ric8inhib-1-frag-placed-1180,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)N1c2ccc(F)cc2CC1C,9,NCS1-am-batch-1,NCS1-x1146,OK: No comment:No comment,success,2.336,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,5.3944664,-7.796645
Ric8inhib-1-frag-placed-470,CCc1cc(F)ccc1NC(=O)c1cc(S(=O)(=O)N2CCCC2)oc1C,9,NCS1-am-batch-1,NCS1-x1147,OK: No comment:No comment,success,1.857,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-8.498123,-2.4186203
Ric8inhib-1-frag-placed-1761,CCOC(=O)c1cc(NC(=O)c2cc(S(=O)(=O)N3CCCC3)oc2C)ccc1F,9,NCS1-am-batch-2,NCS1-x1154,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-4.1122646,9.011573
Ric8inhib-1-frag-placed-1477,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)N(C)c1cc(F)cc(Br)c1N,9,NCS1-am-batch-2,NCS1-x1155,OK: No comment:No comment,success,1.726,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,5.0417056,0.48199812
Ric8inhib-1-frag-placed-536,Cc1cc(N(C)C(=O)c2cc(S(=O)(=O)N3CCCC3)oc2C)ccc1F,9,NCS1-am-batch-2,NCS1-x1156,OK: No comment:No comment,success,1.842,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,6.061036,6.9956865
Ric8inhib-1-frag-placed-563,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)N(C)c1ccc(F)c(Cl)c1,9,NCS1-am-batch-2,NCS1-x1157,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,6.1303577,7.090024
Ric8inhib-1-frag-placed-1084,CNc1ccc(F)cc1NC(=O)c1cc(S(=O)(=O)N2CCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1159,OK: No comment:No comment,success,2.679,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-10.754378,-1.8160655
Ric8inhib-1-frag-placed-1776,COC(=O)c1cc(NC(=O)c2cc(S(=O)(=O)N3CCCC3)oc2C)c(C)cc1F,9,NCS1-am-batch-2,NCS1-x1160,OK: No comment:No comment,success,2.575,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-18.712461,8.760433
Ric8inhib-1-frag-placed-1767,COc1cc(F)c([N+](=O)[O-])cc1NC(=O)c1cc(S(=O)(=O)N2CCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1161,OK: No comment:No comment,success,3.207,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-13.143856,8.868641
Ric8inhib-1-frag-placed-1161,COc1cc(F)c(Cl)cc1NC(=O)c1cc(S(=O)(=O)N2CCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1162,OK: No comment:No comment,success,2.472,7 - Analysed & Rejected,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-15.519464,8.6944
Ric8inhib-1-frag-placed-459,COc1cc(NC(=O)c2cc(S(=O)(=O)N3CCCC3)oc2C)ccc1F,9,NCS1-am-batch-2,NCS1-x1164,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-4.5139866,6.8439574
Ric8inhib-1-frag-placed-1052,COc1cc(N(N)C(=O)c2cc(S(=O)(=O)N3CCCC3)oc2C)ccc1F,9,NCS1-am-batch-2,NCS1-x1165,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,2.320123,7.780305
Ric8inhib-1-frag-placed-1946,COc1cc(NNC(=O)c2cc(S(=O)(=O)N3CCCC3)oc2C)ccc1F,9,NCS1-am-batch-2,NCS1-x1166,OK: No comment:No comment,success,3.09,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-3.8695223,4.7760243
Ric8inhib-1-frag-placed-1178,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)N1CCc2cc(F)c(F)cc21,9,NCS1-am-batch-2,NCS1-x1167,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,3.691626,-10.279234
Ric8inhib-1-frag-placed-1121,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)N1CCCc2cc(F)ccc21,9,NCS1-am-batch-2,NCS1-x1168,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,4.4600334,-10.030707
Ric8inhib-1-frag-placed-509,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)N1CCc2cc(F)ccc21,9,NCS1-am-batch-2,NCS1-x1169,OK: No comment:No comment,success,1.19,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,4.4057517,-10.086293
Ric8inhib-1-frag-placed-1093,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(F)c(F)cc1C#N,9,NCS1-am-batch-2,NCS1-x1170,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-18.615585,0.6661107
Ric8inhib-1-frag-placed-664,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)cc1C#N,9,NCS1-am-batch-2,NCS1-x1171,OK: No comment:No comment,success,1.862,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-7.7013693,-5.1591716
Ric8inhib-1-frag-placed-1230,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(F)c(F)c(C#N)c1,9,NCS1-am-batch-2,NCS1-x1172,OK: No comment:No comment,success,5.148,7 - Analysed & Rejected,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-9.422206,5.168682
Ric8inhib-1-frag-placed-672,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)c(C#N)c1,9,NCS1-am-batch-2,NCS1-x1173,OK: No comment:No comment,success,2.543,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-7.9292254,6.180866
Ric8inhib-1-frag-placed-571,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1c(Br)cc(F)cc1Br,9,NCS1-am-batch-2,NCS1-x1175,OK: No comment:No comment,success,1.564,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-28.99986,12.689024
Ric8inhib-1-frag-placed-1758,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1c(Cl)cc(F)c(Br)c1C(=O)O,9,NCS1-am-batch-2,NCS1-x1176,OK: No comment:No comment,success,3.2,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-28.345339,18.349878
Ric8inhib-1-frag-placed-542,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1c(Cl)cc(F)cc1Cl,9,NCS1-am-batch-2,NCS1-x1177,OK: No comment:No comment,success,1.895,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-25.827728,14.630362
Ric8inhib-1-frag-placed-1765,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1c(F)cc(F)c(F)c1[N+](=O)[O-],9,NCS1-am-batch-2,NCS1-x1178,OK: No comment:No comment,success,1.777,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-21.72378,10.805759
Ric8inhib-1-frag-placed-1010,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1c(F)cc(F)c(F)c1Br,9,NCS1-am-batch-2,NCS1-x1179,OK: No comment:No comment,success,2.606,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-22.925892,10.350204
Ric8inhib-1-frag-placed-1143,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1c(F)cc(F)c(F)c1F,9,NCS1-am-batch-2,NCS1-x1180,OK: No comment:No comment,success,2.42,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-22.569456,9.934839
Ric8inhib-1-frag-placed-1009,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1c(F)cc(F)c(F)c1I,9,NCS1-am-batch-2,NCS1-x1181,OK: No comment:No comment,success,3.25,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-22.132212,9.641773
Ric8inhib-1-frag-placed-1312,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc([N+](=O)[O-])ccc1F,9,NCS1-am-batch-2,NCS1-x1182,OK: No comment:No comment,success,1.889,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-15.044508,-0.778162
Ric8inhib-1-frag-placed-1293,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(Br)c(F)cc1[N+](=O)[O-],9,NCS1-am-batch-2,NCS1-x1183,OK: No comment:No comment,success,3.17,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-25.788189,-2.212083
Ric8inhib-1-frag-placed-502,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(Br)c(F)cc1Cl,9,NCS1-am-batch-2,NCS1-x1185,OK: No comment:No comment,success,2.501,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-26.038673,1.060816
Ric8inhib-1-frag-placed-1751,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(C(F)(F)F)c(F)cc1F,9,NCS1-am-batch-2,NCS1-x1186,OK: No comment:No comment,success,2.92,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-17.521486,2.7583942
Ric8inhib-1-frag-placed-522,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(Cl)c(F)cc1Br,9,NCS1-am-batch-2,NCS1-x1187,OK: No comment:No comment,success,1.614,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-28.268007,3.358024
Ric8inhib-1-frag-placed-653,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(Cl)c(F)cc1F,9,NCS1-am-batch-2,NCS1-x1188,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-17.208698,5.6365843
Ric8inhib-1-frag-placed-1787,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(F)c(Br)cc1[N+](=O)[O-],9,NCS1-am-batch-2,NCS1-x1189,OK: No comment:No comment,success,2.156,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-25.76747,-2.252768
Ric8inhib-1-frag-placed-1081,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(F)c(Br)cc1N,9,NCS1-am-batch-2,NCS1-x1190,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-24.259577,2.2430482
Ric8inhib-1-frag-placed-648,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(Cl)c(F)cc1N,9,NCS1-am-batch-2,NCS1-x1191,OK: No comment:No comment,success,1.679,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-22.701103,3.882292
Ric8inhib-1-frag-placed-609,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(F)c(F)c(F)c1,9,NCS1-am-batch-2,NCS1-x1192,OK: No comment:No comment,success,2.881,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-10.060385,6.5613503
Ric8inhib-1-frag-placed-1110,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(F)c(F)c(F)c1F,9,NCS1-am-batch-2,NCS1-x1193,OK: No comment:No comment,success,1.62,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-20.332813,5.8090425
Ric8inhib-1-frag-placed-1078,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(F)c(F)c(F)c1N,9,NCS1-am-batch-2,NCS1-x1194,OK: No comment:No comment,success,2.053,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-21.593197,6.1979127
Ric8inhib-1-frag-placed-1036,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(F)c(F)c(N)c1F,9,NCS1-am-batch-2,NCS1-x1195,OK: No comment:No comment,success,1.972,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-21.45172,5.632331
Ric8inhib-1-frag-placed-1602,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(F)c(F)cc1C(=O)O,9,NCS1-am-batch-2,NCS1-x1196,OK: No comment:No comment,success,1.75,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-19.818674,3.6147563
Ric8inhib-1-frag-placed-667,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(F)c(F)cc1F,9,NCS1-am-batch-2,NCS1-x1197,OK: No comment:No comment,success,2.255,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-18.647955,3.7159157
Ric8inhib-1-frag-placed-665,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(F)c(F)cc1I,9,NCS1-am-batch-2,NCS1-x1198,OK: No comment:No comment,success,1.614,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-19.316048,3.9985878
